,JobID,Title,ExperienceLevel,Responsibilities,Keywords
243,CW-004,Content Writer,Mid-Level,Create and optimize content for various formats; Perform keyword research and implement SEO best practices; Edit and proofread content; Conduct in-depth research for accurate information; Collaborate with marketing and design teams; Use CMS and AI tools for content production; Track content performance using analytics; Manage deadlines and multiple projects,Content Writing; SEO; Content Strategy; Editing; Blogs; Social Media Content; AI Tools; CMS; Research; Time Management
244,CW-005,Content Writer,Experienced,"Lead content strategy development and execution; Create SEO-optimized multi-format content; Perform research and fact-checking for accurate content; Edit and proofread all content; Collaborate with marketing, SEO, and design teams; Track content KPIs and analyze performance; Use AI tools for efficient content creation; Implement backlinking and content promotion strategies; Develop content calendars; Mentor junior content writers",Content Strategy; SEO; Backlinking; Multi-format Content; Google Analytics; SEMrush; AI Tools; CMS; Editing; Research
245,CW-006,Content Writer,Experienced,"Develop and implement content strategies; Create multi-format content aligned with SEO and marketing goals; Conduct keyword research and optimize content; Edit and proofread all content; Collaborate with marketing, design, and SEO teams; Track content performance using analytics tools; Use AI tools to enhance content production; Ensure content aligns with brand voice and guidelines; Manage content calendars and deadlines; Mentor and guide junior writers",Content Strategy; SEO; Content Marketing; Multi-format Content; Google Analytics; SEMrush; HubSpot; AI Tools; Editing; Project Management
246,CW-007,Content Writer,Fresher,Write clear and engaging content for blogs and social media; Assist in keyword research and basic SEO implementation; Proofread and edit content; Research topics for content accuracy; Publish content via CMS; Collaborate with team members on content ideas; Learn AI-assisted writing tools; Ensure content follows brand guidelines; Meet content deadlines; Adapt content style for different audiences,Content Writing; SEO; Proofreading; WordPress; AI Tools; Blogs; Articles; Research; Creativity; Time Management
247,CW-008,Content Writer,Mid-Level,"Create SEO-friendly content for blogs, social media, and articles; Perform research and fact-checking; Edit and proofread content; Support content strategy planning; Use CMS and AI tools for content creation; Collaborate with marketing and SEO teams; Track content performance; Maintain consistent brand voice; Adapt content for various audiences; Meet project deadlines",Content Writing; SEO; Content Strategy; Editing; Research; Multi-format Content; CMS; AI Tools; Collaboration; Time Management
248,CW-009,Content Writer,Experienced,Develop and execute content strategies; Create SEO-optimized multi-format content; Edit and proofread content for quality and accuracy; Use digital marketing tools to track performance; Leverage AI tools for content creation and optimization; Collaborate with marketing and design teams; Ensure consistency in brand voice; Track content KPIs; Manage content calendars; Mentor junior content writers,Content Strategy; SEO; Multi-format Content; Editing; Digital Marketing Tools; AI Tools; Analytics; Collaboration; Brand Voice; Project Management
249,CW-010,Content Writer,Experienced,"Lead content strategy and planning; Create and optimize multi-format content; Edit and proofread content; Implement SEO and keyword optimization strategies; Use digital marketing tools to measure performance; Leverage AI-assisted writing tools; Collaborate with marketing, SEO, and design teams; Track content performance and KPIs; Manage content calendars and deadlines; Ensure alignment with brand guidelines",Content Strategy; SEO; Content Marketing; Editing; Multi-format Content; Digital Marketing Tools; AI Writing Tools; Collaboration; Analytics; Project Management
250,CW-011,Content Writer,Fresher,Write engaging blog posts and articles; Research and verify content accuracy; Apply basic SEO practices; Proofread and edit content; Publish content on CMS platforms; Adapt writing style for different audiences; Collaborate with marketing team; Learn to use AI-assisted writing tools; Meet content deadlines; Ensure content aligns with brand voice,Content Writing; SEO; Proofreading; WordPress; AI Tools; Research; Blogs; Articles; Creativity; Time Management
251,CW-012,Content Writer,Fresher,Produce high-quality blogs and articles; Perform keyword research and implement SEO basics; Research content topics; Use CMS to publish content; Edit and proofread content; Collaborate with marketing team; Adapt content style for audiences; Leverage AI tools for content creation; Maintain content calendar; Ensure brand alignment in content,Content Writing; SEO; Keywords; CMS; AI Tools; Blogs; Articles; Editing; Research; Creativity
252,CW-013,Content Writer,Mid-Level,Create and optimize content for multiple formats; Conduct keyword research and implement SEO strategies; Edit and proofread content for quality; Research for accurate content creation; Collaborate with marketing and design teams; Use CMS and AI tools for publishing; Support content strategy development; Track performance using analytics; Maintain content calendars; Ensure brand voice consistency,Content Writing; SEO; Content Strategy; Editing; Research; Multi-format Content; CMS; AI Tools; Collaboration; Time Management
253,CW-014,Content Writer,Mid-Level,Plan and develop content strategy; Create SEO-optimized multi-format content; Perform editing and proofreading; Conduct in-depth research for content accuracy; Collaborate with marketing and SEO teams; Leverage AI tools for content creation; Use CMS for publishing content; Track content performance and KPIs; Maintain deadlines and content calendar; Ensure consistent brand messaging,Content Strategy; SEO; Multi-format Content; Editing; Research; CMS; AI Tools; Collaboration; Digital Marketing Tools; Time Management
254,CW-015,Content Writer,Experienced,"Lead content strategy and execution; Create SEO-optimized blogs, articles, and multi-format content; Edit and proofread content for quality; Use digital marketing and analytics tools to monitor performance; Collaborate with marketing, design, and SEO teams; Implement AI-assisted content creation; Manage content calendars; Track KPIs and measure content impact; Ensure consistent brand voice; Mentor junior content writers",Content Strategy; SEO; Multi-format Content; Editing; Digital Marketing Tools; AI Tools; Analytics; Collaboration; Project Management; Content Calendar
255,CW-016,Content Writer,Experienced,Develop and implement comprehensive content strategies; Create and optimize multi-format content aligned with SEO and marketing goals; Edit and proofread content for quality assurance; Use analytics and marketing tools to measure content effectiveness; Leverage AI-assisted tools for content production; Collaborate with cross-functional teams; Manage content calendars and deadlines; Track content KPIs and adjust strategies; Mentor and train junior writers; Ensure content aligns with brand guidelines,Content Strategy; SEO; Content Marketing; Multi-format Content; Editing; Digital Marketing Tools; AI Tools; Performance Tracking; Collaboration; Project Management
256,CW-017,Content Writer,Fresher,Write engaging and clear content for blogs and articles; Perform research and fact-checking; Apply basic SEO practices; Proofread and edit content; Publish content on CMS; Adapt content style to audience; Collaborate with marketing teams; Familiarize with AI-assisted content tools; Maintain content deadlines; Ensure alignment with brand guidelines,Content Writing; SEO; Proofreading; CMS; AI Tools; Research; Creativity; Blogs; Articles; Digital Marketing
257,CW-018,Content Writer,Mid-Level,"Create and optimize content for blogs, social media, and other formats; Perform keyword research and implement SEO strategies; Edit and proofread content; Conduct research to ensure accuracy; Collaborate with marketing and design teams; Use CMS and AI tools for publishing; Support content strategy planning; Track content performance using analytics; Maintain content calendars; Ensure brand consistency in content",Content Writing; SEO; Content Strategy; Editing; Research; CMS; AI Tools; Collaboration; Time Management; Multi-format Content
258,CW-019,Content Writer,Experienced,Lead content strategy development; Create SEO-optimized content for multiple formats; Edit and proofread content for accuracy and quality; Leverage digital marketing tools to monitor performance; Use AI-assisted content creation tools; Collaborate with cross-functional teams; Manage content calendars and deadlines; Track KPIs and adjust strategies accordingly; Ensure brand voice consistency; Mentor junior content writers,Content Strategy; SEO; Multi-format Content; Editing; Digital Marketing Tools; AI Tools; Analytics; Collaboration; Project Management; Content Calendar
259,CW-020,Content Writer,Experienced,"Develop and execute strategic content plans; Create SEO-optimized content across multiple formats; Edit and proofread content for high quality; Use analytics and marketing tools to measure performance; Leverage AI tools to optimize content; Collaborate with marketing, SEO, and design teams; Track KPIs and performance metrics; Manage content calendars and deadlines; Ensure consistency of brand voice; Mentor and train junior writers",Content Strategy; SEO; Content Marketing; Multi-format Content; Editing; Digital Marketing Tools; AI Tools; Collaboration; Analytics; Project Management
260,CW-101,Copywriter,Fresher,"Write clear and compelling copy for web, social media, and email; Proofread and edit content for accuracy and clarity; Adapt writing style to target audiences and brand voice; Conduct basic research for content accuracy; Apply basic SEO and keyword usage; Collaborate with marketing team; Publish content using CMS tools; Use AI tools to enhance content creation; Meet deadlines for multiple content pieces; Learn content performance tracking basics",Copywriting; SEO; Grammar; Proofreading; CMS; AI Tools; Digital Marketing; Storytelling; Creativity; Content Writing
261,CW-102,Copywriter,Fresher,Produce engaging copy for campaigns; Proofread and edit content; Research for content accuracy and relevance; Apply SEO basics and keywords; Adapt tone for brand consistency; Collaborate with marketing and design teams; Use CMS to publish content; Leverage AI tools for efficiency; Manage multiple content deadlines; Assist in content performance tracking,Copywriting; Content Editing; SEO; Storytelling; CMS; AI Tools; Digital Marketing; Creativity; Email Marketing; Social Media
262,CW-103,Copywriter,Mid-Level,Develop persuasive and SEO-optimized copy for multiple channels; Edit and proofread content for accuracy and tone; Conduct in-depth research for content relevance; Ensure consistent brand voice across all materials; Collaborate with marketing and design teams; Use CMS to manage content; Leverage AI tools to enhance productivity; Track content performance with analytics; Provide creative input for campaigns; Support junior copywriters,Copywriting; SEO; Content Research; Editing; Brand Voice; CMS; AI Tools; Digital Marketing; Storytelling; Collaboration
263,CW-104,Copywriter,Mid-Level,"Write strategic, persuasive copy for campaigns and web content; Ensure SEO best practices are applied; Conduct research to maintain factual accuracy; Edit and proofread for quality and brand tone; Collaborate with marketing, design, and SEO teams; Use CMS and AI-assisted tools; Maintain content calendars; Track performance metrics; Mentor junior writers; Support campaign strategy development",Copywriting; SEO; Editing; Brand Voice; CMS; AI Tools; Digital Marketing; Storytelling; Collaboration; Content Strategy
264,CW-105,Copywriter,Experienced,"Lead copywriting strategy across campaigns; Create SEO-optimized content for web, email, and social media; Edit and proofread copy ensuring brand voice consistency; Conduct research to enhance content relevance; Collaborate with cross-functional teams; Use CMS and AI tools for content production; Monitor content performance and adjust strategy; Mentor and guide junior copywriters; Manage deadlines and project timelines; Support marketing strategy execution",Copywriting; Content Strategy; SEO; Editing; Brand Messaging; CMS; AI Tools; Digital Marketing; Collaboration; Project Management
265,CW-106,Copywriter,Experienced,"Develop and execute comprehensive copywriting strategies; Produce high-quality copy across multiple formats; Apply SEO best practices and track performance; Edit and proofread content ensuring brand voice; Collaborate with marketing, design, and product teams; Utilize AI tools to enhance productivity and creativity; Mentor junior copywriters; Manage projects and content calendars; Analyze content KPIs and improve strategy; Support integrated marketing campaigns",Copywriting; SEO; Content Strategy; Editing; Brand Consistency; CMS; AI Tools; Digital Marketing; Collaboration; Project Management
266,CW-107,Copywriter,Fresher,Write clear and compelling copy for campaigns; Apply basic SEO and keyword practices; Research content topics; Proofread and edit content; Publish content using CMS tools; Adapt tone and style for different audiences; Collaborate with marketing teams; Use AI tools for content creation; Meet content deadlines; Ensure brand voice consistency,Copywriting; SEO; Grammar; Proofreading; CMS; AI Tools; Storytelling; Creativity; Time Management; Communication
267,CW-108,Copywriter,Mid-Level,Write and optimize copy for campaigns and web; Edit and proofread content ensuring quality; Conduct research for accuracy and relevance; Maintain brand voice consistency; Collaborate with marketing and design teams; Use CMS and AI-assisted tools for publishing; Track content performance; Support content strategy development; Mentor junior writers; Manage multiple content deadlines,Copywriting; SEO; Editing; Brand Voice; CMS; AI Tools; Storytelling; Research; Collaboration; Content Strategy
268,CW-109,Copywriter,Experienced,Lead copywriting and content strategy; Produce SEO-optimized copy across channels; Edit and proofread content for quality and consistency; Collaborate with cross-functional teams; Leverage AI-assisted tools; Track content KPIs and improve performance; Mentor junior copywriters; Manage content calendars; Ensure brand messaging consistency; Support marketing campaign execution,Copywriting; Content Strategy; SEO; Editing; Brand Voice; CMS; AI Tools; Collaboration; Project Management; Digital Marketing
269,CW-110,Copywriter,Experienced,Develop and execute content strategy; Produce high-quality copy optimized for SEO; Edit and proofread content maintaining brand voice; Integrate copy into multi-channel digital marketing campaigns; Leverage AI tools for content generation; Collaborate with cross-functional teams; Mentor junior copywriters; Track and analyze performance metrics; Manage content projects and deadlines; Support overall marketing strategy,Copywriting; Content Strategy; SEO; Editing; Digital Marketing; Brand Voice; AI Tools; Team Leadership; Project Management; Analytics
270,CW-111,Copywriter,Fresher,"Write clear and persuasive copy for websites, emails, and social media; Apply basic SEO principles and keyword usage; Conduct research to ensure factual content; Edit and proofread for clarity and accuracy; Use CMS to publish content; Adapt tone to target audiences; Collaborate with marketing and design teams; Leverage AI tools for content creation; Meet deadlines for multiple content pieces; Support junior content projects",Copywriting; SEO; Storytelling; CMS; AI Tools; Grammar; Content Research; Creativity; Communication; Time Management
271,CW-112,Copywriter,Mid-Level,"Develop compelling copy for campaigns, web, and social media; Optimize content for SEO and keyword relevance; Conduct thorough research for accuracy; Edit and proofread content; Ensure brand voice consistency across all channels; Collaborate with marketing, design, and SEO teams; Use CMS and AI tools for content management; Support content strategy planning; Mentor junior copywriters; Track performance and refine content strategies",Copywriting; SEO; Content Research; Editing; Brand Voice; CMS; AI Tools; Storytelling; Collaboration; Digital Marketing
272,CW-113,Copywriter,Experienced,"Lead copywriting strategy and execution; Create SEO-optimized content across multiple channels; Edit and proofread for quality and brand voice alignment; Develop content for various formats: web, email, social media, video scripts; Integrate copy into digital marketing campaigns; Leverage AI-assisted content tools; Mentor junior writers and provide feedback; Manage content projects and deadlines; Measure content performance using analytics tools; Collaborate with cross-functional teams for content strategy",Copywriting; Content Strategy; SEO; Editing; Brand Messaging; Digital Marketing; AI Tools; Leadership; Project Management; Performance Analysis
273,CW-114,Copywriter,Experienced,"Develop comprehensive content strategies; Produce high-quality copy optimized for SEO and engagement; Edit and proofread to maintain brand voice; Create content for multiple formats including digital campaigns, blogs, and videos; Integrate copy with marketing initiatives; Use AI tools to enhance content production; Lead and mentor content teams; Manage projects, timelines, and deadlines; Analyze content performance and adjust strategies; Collaborate with cross-functional teams to align content with business goals",Copywriting; Content Strategy; SEO; Editing; Digital Marketing; Brand Voice; AI Tools; Leadership; Project Management; Analytics
274,CW-115,Copywriter,Fresher,Create engaging copy for websites and social media; Apply basic SEO practices; Research content topics for accuracy; Edit and proofread copy; Publish content using CMS tools; Adapt writing style to different audiences; Collaborate with marketing teams; Use AI writing tools to enhance productivity; Manage content deadlines; Support content performance tracking,Copywriting; SEO; Grammar; Storytelling; CMS; AI Tools; Research; Creativity; Collaboration; Time Management
275,CW-116,Copywriter,Mid-Level,Write persuasive and SEO-optimized copy for campaigns; Edit and proofread content; Conduct research to ensure accuracy; Maintain brand voice across all content; Collaborate with marketing and design teams; Use CMS and AI tools for content production; Support content strategy development; Mentor junior writers; Track content performance; Create multi-format content,Copywriting; SEO; Content Research; Editing; Brand Voice; CMS; AI Tools; Digital Marketing; Collaboration; Creativity
276,CW-117,Copywriter,Experienced,Lead content and copywriting strategy; Create high-quality SEO-optimized copy; Edit and proofread to maintain brand voice; Develop content for multiple formats; Integrate copy with marketing campaigns; Use AI tools to enhance content production; Mentor junior writers; Track KPIs and analyze performance; Manage projects and timelines; Collaborate with cross-functional teams,Copywriting; Content Strategy; SEO; Editing; Brand Voice; Digital Marketing; AI Tools; Leadership; Project Management; Analytics
277,CW-118,Copywriter,Experienced,"Develop and execute content strategies; Produce SEO-optimized copy for digital campaigns; Edit and proofread content ensuring brand consistency; Create multi-format content including blogs, emails, and social media posts; Integrate content with marketing strategy; Leverage AI tools for content creation; Lead and mentor content team; Manage content projects and deadlines; Analyze content performance and optimize; Collaborate with cross-functional teams for strategic alignment",Copywriting; Content Strategy; SEO; Editing; Digital Marketing; Brand Voice; AI Tools; Leadership; Project Management; Analytics
278,CW-119,Copywriter,Fresher,Create engaging copy for websites and social media; Apply basic SEO practices; Research content topics; Edit and proofread content; Publish content using CMS; Adapt tone to audience; Collaborate with marketing teams; Leverage AI tools for writing; Meet deadlines; Support content tracking,Copywriting; SEO; CMS; AI Tools; Storytelling; Grammar; Research; Creativity; Communication; Collaboration
279,CW-120,Copywriter,Mid-Level,"Write compelling, SEO-optimized copy for campaigns; Edit and proofread content; Maintain brand voice consistency; Conduct research for accuracy; Collaborate with marketing and design teams; Use CMS and AI tools for content production; Support content strategy development; Mentor junior writers; Track content performance; Create multi-format content for digital channels",Copywriting; SEO; Editing; Brand Voice; CMS; AI Tools; Content Research; Storytelling; Collaboration; Creativity
280,CSA-F-001,Cybersecurity Analyst,Fresher,Assist in monitoring network traffic; Support in basic vulnerability scanning; Help configure firewalls and IDS tools; Document incidents and responses; Collaborate with team on risk assessments,Network Security; Penetration Testing; SIEM; Incident Response; Vulnerability Assessment; Firewalls; Malware Analysis; Risk Management
281,CSA-F-002,Junior Security Analyst,Fresher,Assist in log monitoring; Conduct basic malware scans; Support compliance checks; Assist in encryption setup; Help prepare incident reports,Cryptography; Incident Response; Firewall Configuration; Malware Analysis; SIEM; Risk Assessment; ISO 27001
282,CSA-F-003,Cybersecurity Intern,Fresher,Assist in daily system monitoring; Document and escalate incidents; Learn and apply penetration testing basics; Support vulnerability scans,Penetration Testing; NIST; Vulnerability Assessment; Malware Analysis; Network Security
283,CSA-F-004,Associate Cybersecurity Analyst,Fresher,Help configure security policies; Assist with incident logging; Participate in security awareness programs; Analyze basic threat alerts,Firewall Management; Incident Response; Vulnerability Scanning; SIEM; Network Security
284,CSA-F-005,Entry-Level Security Analyst,Fresher,Perform basic threat analysis; Document vulnerabilities; Assist in antivirus updates; Work with team on security awareness,Risk Management; Vulnerability Assessment; Firewall Configuration; Malware Analysis; Incident Response
285,CSA-F-006,Trainee Security Analyst,Fresher,Assist in vulnerability assessments; Support SOC monitoring; Prepare incident response drafts; Shadow senior analysts,Network Security; Vulnerability Assessment; Penetration Testing; GDPR; Malware Analysis
286,CSA-F-007,Cybersecurity Support Analyst,Fresher,Support in analyzing logs; Assist in firewall updates; Document cryptographic protocols; Provide support in compliance audits,Firewall Management; Cryptography; ISO 27001; Incident Response; SIEM
287,CSA-F-008,Graduate Security Analyst,Fresher,Help detect malware; Participate in vulnerability scanning; Assist with incident triage; Maintain threat logs,Malware Analysis; Network Security; NIST; Incident Response; Firewall Configuration
288,CSA-F-009,Cybersecurity Trainee,Fresher,Support penetration testing activities; Learn and apply encryption methods; Help configure intrusion detection systems; Work with mentors on incident response,Penetration Testing; Encryption; Incident Response; Network Security; Malware Analysis
289,CSA-F-010,Information Security Analyst - Fresher,Fresher,Assist in security audits; Help update security tools; Support SOC team with monitoring; Participate in vulnerability management,Vulnerability Assessment; SIEM; GDPR; Incident Response; Firewall Configuration
290,CSA-E-011,Cybersecurity Analyst,Experienced,Lead SOC operations; Perform threat hunting; Oversee risk assessments; Ensure compliance with standards; Reduce incident response times,Threat Hunting; SIEM; SOC; Incident Response; Risk Management; Cloud Security
291,CSA-E-012,Senior Security Analyst,Experienced,Conduct advanced threat detection; Lead vulnerability management programs; Ensure cloud infrastructure security; Collaborate with cross-functional teams,Security Auditing; Compliance; Cloud Security; Incident Response; Vulnerability Assessment
292,CSA-E-013,SOC Analyst,Experienced,Monitor SIEM alerts; Respond to incidents; Perform malware analysis; Maintain SOC dashboards,SIEM; Incident Response; SOC; Malware Analysis; Threat Hunting
293,CSA-E-014,Lead Cybersecurity Analyst,Experienced,Lead incident response efforts; Oversee compliance checks; Mentor junior analysts; Develop risk mitigation strategies,Leadership; Risk Management; Threat Hunting; Compliance; SIEM
294,CSA-E-015,Cybersecurity Risk Analyst,Experienced,Conduct enterprise-wide risk assessments; Ensure compliance with GDPR and HIPAA; Automate risk reporting with scripts; Recommend remediation strategies,Risk Management; Compliance; Security Auditing; Incident Response; Vulnerability Assessment
295,CSA-E-016,Cloud Security Analyst,Experienced,Secure multi-cloud environments; Perform cloud-specific penetration testing; Collaborate with DevOps teams; Monitor compliance with cloud policies,Cloud Security; Penetration Testing; Compliance; SIEM; Risk Management
296,CSA-E-017,Information Security Specialist,Experienced,Conduct vulnerability assessments; Respond to advanced threats; Develop threat intelligence reports; Automate incident response scripts,Threat Intelligence; Incident Response; Vulnerability Assessment; SIEM; SOC
297,CSA-E-018,Cyber Defense Analyst,Experienced,Monitor SOC; Hunt advanced persistent threats; Conduct malware reverse engineering; Ensure compliance with PCI-DSS,SOC; Threat Hunting; Malware Analysis; Compliance; Incident Response
298,CSA-E-019,Senior Incident Response Analyst,Experienced,Lead incident investigations; Perform digital forensics; Coordinate response teams; Develop incident response playbooks,Incident Response; Forensics; Malware Analysis; Threat Hunting; SOC
299,CSA-E-020,Principal Security Analyst,Experienced,Manage enterprise security strategy; Lead large-scale security operations; Oversee compliance with multiple frameworks; Mentor junior analysts,Leadership; Risk Management; Cloud Security; SIEM; Threat Hunting; Compliance
300,DA001,Data Analyst - Fresher,Entry-Level,Assist in analyzing datasets; Create dashboards; Perform data cleaning; Support reporting tasks,Data Analytics; BI; Entry-Level; Fresher; Reporting; Dashboard
301,DA002,Data Analyst - Fresher,Entry-Level,Perform data extraction and cleaning; Create visualizations; Assist in generating business insights,Data Analytics; BI; Entry-Level; Fresher; Visualization; Reporting
302,DA003,Data Analyst - Fresher,Entry-Level,Assist with data cleaning and exploratory data analysis; Create reports; Perform visualizations for internship projects,Data Analytics; BI; Entry-Level; Fresher; Reporting; Data Cleaning
303,DA004,Data Analyst - Fresher,Entry-Level,Support data extraction and cleaning; Generate dashboards and insights for small projects,Data Analytics; BI; Entry-Level; Fresher; Visualization; Dashboard
304,DA005,Data Analyst - Fresher,Entry-Level,Assist in cleaning datasets; Build simple dashboards; Perform exploratory analysis; Support reporting tasks,Data Analytics; BI; Entry-Level; Fresher; Dashboard; Data Cleaning
305,DA006,Data Analyst - Fresher,Entry-Level,"Support teams in analyzing datasets; Perform data cleaning; Visualize insights using Tableau, Power BI, and Python",Data Analytics; BI; Entry-Level; Fresher; Reporting; Data Visualization
306,DA007,Data Analyst - Fresher,Entry-Level,Assist in ETL processes; Perform data cleaning; Build dashboards for small projects,Data Analytics; BI; Entry-Level; Fresher; ETL; Dashboard
307,DA008,Data Analyst - Fresher,Entry-Level,Perform data cleaning; Generate dashboards; Assist in exploratory analysis using Python and Excel,Data Analytics; BI; Entry-Level; Fresher; Data Cleaning; Dashboard
308,DA009,Data Analyst - Fresher,Entry-Level,Assist teams with SQL queries; Process data using Python; Build visual dashboards for analytics projects,Data Analytics; BI; Entry-Level; Fresher; Data Visualization; Reporting
309,DA010,Data Analyst - Experienced,Senior-Level,Lead analytics projects; Develop predictive models; Optimize ETL pipelines; Create advanced dashboards for stakeholders,Data Analytics; BI; Senior-Level; Predictive Modeling; Reporting; ETL
310,DA011,Data Analyst - Experienced,Senior-Level,Design and implement advanced analytics solutions; Optimize database performance; Generate actionable insights for business teams,Data Analytics; BI; Senior-Level; Advanced Analytics; ETL; Dashboards
311,DA012,Data Analyst - Experienced,Senior-Level,Lead business intelligence projects; Develop predictive models; Manage ETL processes; Mentor junior analysts,Data Analytics; BI; Senior-Level; Predictive Modeling; ETL; Leadership
312,DA013,Data Analyst - Experienced,Senior-Level,Develop advanced dashboards; Optimize SQL queries; Implement ETL workflows; Provide data-driven recommendations to business leaders,Data Analytics; BI; Senior-Level; Dashboards; ETL; Reporting
313,DA014,Data Analyst - Experienced,Senior-Level,Lead analytics and BI projects; Manage data pipelines; Develop predictive models; Mentor junior analysts,Data Analytics; BI; Senior-Level; Leadership; ETL; Predictive Modeling
314,DA015,Data Analyst - Experienced,Senior-Level,Design and implement analytics dashboards; Optimize data workflows; Lead data initiatives across teams,Data Analytics; BI; Senior-Level; Dashboards; Data Engineering; Predictive Analytics
315,DA016,Data Analyst - Experienced,Senior-Level,Lead analytics initiatives; Design predictive models; Manage ETL pipelines; Mentor junior analysts,Data Analytics; BI; Senior-Level; Leadership; Predictive Analytics; ETL
316,DA017,Data Analyst - Experienced,Senior-Level,Manage large-scale analytics projects; Implement predictive models; Optimize SQL and ETL workflows; Provide insights to business leadership,Data Analytics; BI; Senior-Level; Dashboards; ETL; Predictive Modeling
317,DA018,Data Analyst - Experienced,Senior-Level,Design and implement analytics dashboards; Optimize data workflows; Lead data projects across teams,Data Analytics; BI; Senior-Level; Dashboards; Data Engineering; Reporting
318,DA019,Data Analyst - Experienced,Senior-Level,Lead analytics and BI projects; Manage data pipelines; Develop predictive models; Mentor junior analysts,Data Analytics; BI; Senior-Level; Leadership; Predictive Analytics; ETL
319,DA020,Data Analyst - Experienced,Senior-Level,Manage large-scale analytics projects; Implement predictive models; Optimize SQL and ETL workflows; Provide insights to business leadership,Data Analytics; BI; Senior-Level; Dashboards; ETL; Predictive Analytics
320,DE-F-001,Data Engineer,Fresher,Assist in developing basic ETL pipelines; Support database management tasks; Work on structured and unstructured data; Collaborate with senior engineers on big data tools; Learn and apply cloud platform fundamentals,Python; SQL; ETL; Big Data; AWS; Hadoop; MongoDB; Data Engineering Fundamentals
321,DE-F-002,Data Engineer,Fresher,Assist in building simple data pipelines; Support ETL processes; Perform data cleaning and preprocessing; Help in maintaining NoSQL and relational databases; Participate in data modeling exercises,ETL; Python; SQL; Airflow; Data Cleaning; MongoDB; Spark Basics
322,DE-F-003,Data Engineer,Fresher,Work with structured query languages; Support pipeline development; Assist in cloud data storage integration; Collaborate with developers on data validation; Apply problem-solving to debug issues,Python; SQL; PostgreSQL; AWS; Hadoop; ETL Fundamentals
323,DE-F-004,Data Engineer,Fresher,Assist in maintaining data warehouses; Perform SQL query optimization under guidance; Help in data ingestion tasks; Learn workflow orchestration basics; Support analytics team with clean data,Python; SQL; ETL; Data Warehousing; Hadoop Basics
324,DE-F-005,Data Engineer,Fresher,Assist in building simple pipelines; Support cloud migration projects; Perform basic ETL workflows; Work with structured and unstructured data formats; Support data validation tasks,SQL; ETL; Python; MongoDB; Airflow; AWS; Spark Basics
325,DE-F-006,Data Engineer,Fresher,Assist in managing databases; Support ETL and pipeline processes; Help with data quality checks; Collaborate on cloud-based data solutions; Work under mentorship on Hadoop/Spark tasks,Python; SQL; ETL; AWS; Data Engineering Fundamentals
326,DE-F-007,Data Engineer,Fresher,Assist in developing basic data models; Work with ETL testing processes; Collaborate on building pipelines; Learn cloud tools; Support troubleshooting,ETL; Python; SQL; Azure; Hadoop Basics
327,DE-F-008,Data Engineer,Fresher,Assist senior engineers in data pipeline workflows; Support monitoring of ETL processes; Participate in pipeline testing; Collaborate in cross-functional teams; Perform debugging of queries,SQL; Python; ETL; Airflow; AWS
328,DE-F-009,Data Engineer,Fresher,Support data ingestion processes; Work on ETL fundamentals; Assist with cloud storage management; Help optimize queries under guidance; Participate in data testing,Python; SQL; PostgreSQL; Hadoop; AWS
329,DE-F-010,Data Engineer,Fresher,Assist in Spark-based tasks; Support pipeline testing; Work on database administration basics; Collaborate on ETL workflows; Support cloud deployments,SQL; Python; ETL; Spark Basics; Azure
330,DE-E-001,Data Engineer,Experienced,Develop and maintain robust ETL pipelines; Optimize SQL queries for large-scale datasets; Work with big data technologies; Deploy pipelines on AWS cloud; Ensure data quality and governance,Python; SQL; Spark; Kafka; ETL; AWS; Data Warehousing
331,DE-E-002,Data Engineer,Experienced,Build scalable data pipelines; Implement data quality frameworks; Work on Snowflake and Redshift; Collaborate with analysts to deliver insights; Automate ETL processes using Airflow,Python; SQL; ETL; Snowflake; Kafka; Airflow; AWS
332,DE-E-003,Data Engineer,Experienced,Develop streaming pipelines with Kafka and Flink; Implement data warehousing solutions; Model data with partitioning and indexing; Optimize pipeline performance; Collaborate with product teams on data requirements,Scala; Python; SQL; Kafka; Flink; BigQuery; Databricks
333,DE-E-004,Data Engineer,Experienced,Lead development of data architecture; Manage large-scale Spark jobs; Implement governance and compliance controls; Mentor junior engineers; Deploy scalable pipelines on cloud,Python; SQL; Spark; Hadoop; AWS; Snowflake; Airflow
334,DE-E-005,Data Engineer,Experienced,Build real-time data pipelines; Integrate structured and unstructured data sources; Collaborate with data science teams; Ensure pipeline scalability and reliability; Automate workflows,SQL; Python; Kafka; Airflow; BigQuery
335,DE-E-006,Data Engineer,Experienced,Develop scalable ETL pipelines; Manage AWS-based big data workflows; Implement data governance best practices; Design star-schema models; Work closely with DevOps for CI/CD pipelines,SQL; Python; AWS Glue; Snowflake; Databricks; Flink
336,DE-E-007,Data Engineer,Experienced,Maintain high-volume data pipelines; Optimize data storage and retrieval; Collaborate with stakeholders to design data strategy; Ensure pipeline performance SLAs; Contribute to architecture decisions,SQL; Python; Spark; Kafka; AWS; Airflow
337,DE-E-008,Data Engineer,Experienced,Lead migration of on-prem pipelines to cloud; Design and implement scalable data architecture; Mentor data engineering teams; Ensure compliance with security standards; Oversee high-performance ETL pipelines,Python; SQL; Snowflake; BigQuery; Airflow; Data Governance
