Unnamed: 0,JobID,Title,ExperienceLevel,Responsibilities,Keywords
1031,VC-F-004,Vibe Coder,Junior,Support AI-assisted coding projects; Create basic prompts for AI code generation; Review AI-generated code for errors; Collaborate with team members; Document workflows and outputs; Assist in low-code/no-code development tasks,AI-assisted coding; Python; JavaScript; Vue; Prompt Engineering; Debugging; Collaboration; HTML; CSS
868,SD018,Software Developer - Experienced,Experienced,Lead enterprise software development; Drive cloud adoption strategies; Oversee CI/CD pipelines; Mentor technical teams and set best practices,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Agile
732,PY-F-002,Python Developer,Fresher,Support Python project development; Assist in web application coding using frameworks; Perform data analysis and visualization; Write basic unit tests; Collaborate with team on coding tasks; Document project workflows; Follow version control best practices,Python; Django; Flask; NumPy; Pandas; SQL; Git; REST APIs; OOP
588,MKT-E-010,Marketing Specialist,Experienced,Plan and execute digital campaigns; Optimize SEO/SEM and PPC performance; Oversee social media strategy; Lead content creation efforts; Manage email marketing automation; Analyze campaign performance and ROI; Manage marketing budgets; Implement AI-driven personalization and marketing technology tools,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Social Media; Budget Management; AI Marketing Tools
1067,WEB-E-020,Web Developer,Experienced,Lead Angular front-end development; Develop Node.js back-end services; Optimize databases and caching; Deploy using Docker and AWS; Manage CI/CD pipelines; Ensure quality with automated testing,Angular; Node.js; Express.js; SQL; Redis; Docker; AWS; CI/CD; Jest; Enzyme
786,RE-E-016,Robotics Engineer,Experienced,"Manage development of advanced robotic systems; Integrate sensors, AI, and control algorithms; Simulate and test robotics applications; Lead and mentor engineering teams; Drive cross-functional innovation projects",Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Machine Learning; Simulation; Leadership; Innovation
741,PY-E-011,Python Developer,Experienced,Develop and maintain advanced Python applications; Build RESTful APIs and GraphQL endpoints; Integrate Python with data science frameworks; Implement database optimizations; Follow DevOps practices with Docker and AWS; Mentor junior developers; Perform unit and integration testing with PyTest; Collaborate with cross-functional teams,Python; Django; Flask; REST APIs; Data Science; TensorFlow; Async Programming; Docker; AWS; PyTest
163,BA-104,Business Analyst,Experienced,Lead cross-functional analysis initiatives; Design and maintain BI dashboards; Manage requirement gathering and validation; Implement AI-driven data analysis solutions; Facilitate Agile ceremonies and project workflows; Collaborate with business units to optimize processes; Present actionable insights to leadership; Support strategic business planning; Mentor junior BAs and analysts; Oversee KPI tracking and reporting automation,Business Analysis; SQL; Tableau; Power BI; AI Analytics; Requirement Gathering; Agile; Stakeholder Management; Business Process; Data Visualization
228,CL009,Cloud Engineer - Fresher,Entry-Level,Deploy cloud resources under guidance; Write basic automation scripts; Assist in containerized application setup; Collaborate on academic/bootcamp projects,Cloud; Infrastructure; Entry-Level; Fresher; Bangalore; Remote; DevOps
598,MKT-E-020,Marketing Specialist,Experienced,Lead strategic marketing initiatives; Manage digital campaigns and SEO/SEM/PPC; Oversee content creation and social media strategy; Implement and manage email automation; Analyze performance metrics and optimize ROI; Manage brand assets; Lead and mentor marketing teams; Plan and optimize budgets; Integrate AI-powered marketing tools for personalization,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Brand Management; Leadership; AI Marketing Tools
811,SEO-001,SEO Specialist,Fresher,Assist in keyword research and content optimization; Implement basic on-page and off-page SEO strategies; Monitor site performance using Google Analytics and Search Console; Support link building campaigns; Optimize pages for local and mobile search; Collaborate with content team for SEO-friendly content; Assist in reporting and SEO analysis; Learn and adapt to new SEO tools and trends,SEO; On-Page SEO; Off-Page SEO; Keyword Research; Google Analytics; Search Console; Content Optimization; Link Building; Local SEO; Mobile SEO
212,CA013,Cloud Migration Specialist,Experienced,Migrate on-premise applications to cloud; Implement database migration strategies; Ensure minimal downtime during migration,Cloud Migration; AWS; Azure; GCP; Terraform; Database Migration; Cloud Architecture
851,SD001,Software Developer - Entry Level,Fresher,"Contribute to software development projects; Write clean code in Java, Python, or C++; Assist in developing web interfaces with HTML, CSS, JavaScript; Participate in debugging and testing; Collaborate in Agile sprints; Learn from senior engineers and adapt to new technologies",Software Developer; Entry-Level; Fresher; Java; Python; C++; Web Development; Agile
79,AND-E-10,Principal Android Engineer,Experienced,"Set technical standards for Android apps across teams.; Oversee advanced app development, CI/CD, and testing processes.; Optimize app performance and maintain crash-free releases.; Mentor senior and junior engineers on architecture and coding standards.; Drive Android project delivery with measurable KPIs.",Kotlin; Jetpack; MVVM; Room; Material Design; Dependency Injection; Performance Optimization; CI/CD; Firebase; REST API; Play Store; Debugging; Agile; Unit Testing; Android NDK
148,BD-F-009,Blockchain Developer,Fresher,Assist in blockchain projects; Implement basic smart contracts; Collaborate on DApp development; Document development tasks; Follow cryptography and blockchain security practices; Learn blockchain platforms and tools,Blockchain; Ethereum; Solidity; Smart Contracts; Cryptography; DApps; Hyperledger; Corda
302,DA003,Data Analyst - Fresher,Entry-Level,Assist with data cleaning and exploratory data analysis; Create reports; Perform visualizations for internship projects,Data Analytics; BI; Entry-Level; Fresher; Reporting; Data Cleaning
427,FE001,Frontend Developer - Entry Level,Entry-Level,Build responsive and interactive web pages; Implement UI designs; Assist in basic testing and debugging; Integrate frontend with backend APIs; Participate in code reviews; Collaborate with team members,Frontend; UI Development; Web Development; Responsive Design; Entry-Level; Fresher
411,FE-F-005,Fintech Engineer,Fresher,Assist in development of fintech applications; Support blockchain and DLT tasks; Help with API integration and data analysis; Collaborate with cross-functional teams; Document development work; Follow cybersecurity and compliance standards,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
1028,VC-F-001,Vibe Coder,Junior,Assist in AI-assisted coding projects; Learn prompt engineering techniques; Review AI-generated code for basic errors; Collaborate with team members; Document project work and AI interactions; Follow coding standards and best practices,AI-assisted coding; Python; JavaScript; React; Prompt Engineering; Debugging; Collaboration; HTML; CSS
593,MKT-E-015,Marketing Specialist,Experienced,Plan and execute digital campaigns; Optimize SEO/SEM/PPC performance; Develop content marketing and social media strategy; Implement email marketing automation; Analyze metrics and optimize campaigns; Manage budgets and ROI; Lead multi-channel campaigns; Leverage AI tools for personalization,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Lead Generation; Budget Management; AI Marketing Tools
43,AI-F-004,AI Prompt Engineer,Fresher,Write and test AI prompts; Support NLP tasks; Collaborate with AI/data science teams; Document prompt testing results; Assist with AI model integration; Learn and apply AI frameworks,Prompt Engineering; NLP; Python; TensorFlow; PyTorch; Hugging Face; GPT; Data Analysis
429,FE003,Frontend Developer - Entry Level,Entry-Level,Work on small projects and personal applications; Implement interactive UI components; Optimize responsiveness; Learn modern frontend workflows,Frontend; UI Development; Entry-Level; Fresher; Web Development
133,BDS-E-014,Big Data Specialist,Experienced,Design enterprise big data solutions; Build and optimize data pipelines; Implement real-time streaming with Spark/Kafka; Leverage cloud big data services; Provide analytics and visualization dashboards; Ensure compliance and governance; Lead and mentor team members,Big Data; Hadoop; Spark Streaming; Kafka; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala; SQL
611,MRA-113,Market Research Analyst,Fresher,Support data collection and market research activities; Assist in designing surveys and focus groups; Analyze basic market data; Prepare reports and presentations; Collaborate with research team members; Learn AI-assisted analytics tools; Document research procedures; Support competitor and consumer research; Ensure data accuracy; Provide insights under supervision,Market Research; Excel; Survey Design; Qualitative Research; Report Writing; Data Visualization; Presentation Skills; Critical Thinking; Attention to Detail; Consumer Behavior
311,DA012,Data Analyst - Experienced,Senior-Level,Lead business intelligence projects; Develop predictive models; Manage ETL processes; Mentor junior analysts,Data Analytics; BI; Senior-Level; Predictive Modeling; ETL; Leadership
408,FE-F-002,Fintech Engineer,Fresher,Support fintech application development; Assist in blockchain-based projects; Collaborate on API integration; Perform basic data analysis tasks; Follow cybersecurity and compliance guidelines; Document workflows and code,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
529,IOT-F-005,IoT Engineer,Fresher,Develop IoT prototypes and embedded systems; Integrate sensors and actuators; Support wireless communication protocols; Assist cloud IoT data integration; Conduct preliminary network testing; Document project tasks and progress; Collaborate in team projects; Perform basic data analytics tasks,Embedded Systems; IoT Protocols; Python; MQTT; Cloud IoT; Sensor Integration; Edge Computing
858,SD008,Software Developer - Entry Level,Fresher,Write Python scripts for data preprocessing; Assist in building machine learning models; Integrate REST APIs; Perform testing in collaboration with data scientists,Software Developer; Entry-Level; Fresher; AI; Data Analytics; Machine Learning
531,IOT-E-007,IoT Engineer,Experienced,Architect and develop IoT solutions; Lead embedded firmware development; Integrate sensors and communication protocols; Manage cloud and edge platform integration; Implement data pipelines and analytics solutions; Ensure network security and system optimization; Lead teams and mentor junior engineers; Manage IoT projects end-to-end,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
876,SE-F6,Software Engineer - Entry Level,Fresher,Code in Python and Java with a focus on security; Assist in implementing security protocols; Perform unit testing; Work in agile development teams; Collaborate with senior engineers for secure applications,Software Engineer; Python; Java; Cybersecurity; Agile; Unit Testing
836,SRE-E-006,Site Reliability Engineer,Experienced,"Design, implement, and manage reliable infrastructure; Automate deployments and monitoring; Manage containerized applications with Kubernetes and Docker; Implement Infrastructure as Code (IaC) solutions; Troubleshoot and optimize distributed systems; Collaborate with DevOps, security, and development teams; Monitor and ensure high availability of services",Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Prometheus; Monitoring
0,NET-F-001,.NET Developer,Fresher,Assist in coding and debugging applications; Learn and apply .NET Framework and Core fundamentals; Support team in building ASP.NET MVC web applications; Write basic SQL queries and work with Entity Framework; Collaborate with peers to solve issues; Participate in code reviews for learning; Follow best practices in coding; Work with version control (Git),.NET; C#; ASP.NET MVC; Entity Framework; SQL Server; LINQ; Visual Studio; Unit Testing
491,GD-107,Graphic Designer,Fresher,Assist in creating graphics for digital and print media; Learn and support senior designers; Develop basic UI/UX designs; Apply typography and color theory in designs; Organize digital assets; Collaborate with team members; Meet project deadlines; Proofread and refine designs; Gain experience with emerging tools; Develop foundational design skills,Graphic Design; Adobe Photoshop; Illustrator; InDesign; Figma; UI/UX Design; Typography; Color Theory; Creativity; Digital Assets
360,4,DevOps Engineer - Fresher,Fresher,"Assist in automating build, test, and deployment processes; Containerize applications; Deploy to cloud with guidance",DevOps; Cloud; Fresher; Entry-Level; CI/CD; Automation
382,DMS-E-016,Digital Marketing Specialist,Experienced,"Plan and execute digital marketing strategies; Optimize SEO, SEM, PPC campaigns; Oversee content and social media marketing initiatives; Manage automated email campaigns; Analyze campaign performance metrics; Implement lead generation strategies using CRM tools; Integrate brand strategy and UX design; Manage multi-channel campaigns and teams; Plan and optimize marketing budget; Incorporate AI-driven personalization and emerging tools; Make data-driven marketing decisions",Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Lead Generation; Brand Strategy; UX/UI Integration; AI Marketing Tools; Analytics; Emerging Technologies
316,DA017,Data Analyst - Experienced,Senior-Level,Manage large-scale analytics projects; Implement predictive models; Optimize SQL and ETL workflows; Provide insights to business leadership,Data Analytics; BI; Senior-Level; Dashboards; ETL; Predictive Modeling
785,RE-E-015,Robotics Engineer,Experienced,"Lead design and development of cutting-edge robotic systems; Implement advanced control and AI algorithms; Integrate hardware, sensors, and software; Simulate and test robotics solutions; Mentor engineers and lead teams; Drive robotics innovation and technology strategy",Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Machine Learning; Simulation; Leadership; Innovation
704,PM-E-014,Product Manager,Experienced,Drive product vision and roadmap; Lead cross-functional teams; Oversee product analytics and experiments; Conduct user research; Ensure agile best practices; Manage stakeholder communication; Optimize product performance metrics,Product Strategy; Data-Driven Decisions; Roadmapping; Agile Leadership; Stakeholder Management; User-Centered Design; Growth Metrics; Cross-Functional Collaboration
504,GD-120,Graphic Designer,Mid-Level,"Design and create visual content for web and print; Develop branding materials and marketing collateral; Produce UI/UX designs for web and mobile apps; Create motion graphics and animations; Collaborate with marketing, product, and development teams; Maintain visual consistency; Manage multiple design projects; Incorporate feedback; Organize digital assets; Stay updated with emerging tools and trends",Graphic Design; Adobe Creative Suite; UI/UX Design; Figma; Motion Graphics; Branding; Typography; Color Theory; Animation; Web Design
590,MKT-E-012,Marketing Specialist,Experienced,Design and execute digital marketing campaigns; Optimize SEO/SEM and PPC performance; Create and manage marketing content; Oversee social media marketing strategy; Implement email automation campaigns; Analyze campaign results and optimize ROI; Manage lead generation initiatives; Adopt emerging marketing technologies,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Social Media; Analytics; Lead Generation; AI Marketing Tools
1030,VC-F-003,Vibe Coder,Junior,Assist in AI-generated code projects; Learn prompt engineering techniques; Review AI outputs for functionality; Collaborate with senior Vibe Coders; Document coding processes and AI interactions; Follow basic coding standards,AI-assisted coding; Python; JavaScript; Ruby; React; Prompt Engineering; Debugging; Collaboration
644,NE014,Cloud Network Engineer,Experienced,Design and manage cloud networking; Optimize VPCs and subnets; Integrate with load balancers; Automate with Ansible,Cloud Networking; AWS; Azure; VPC; Ansible
172,BA-113,Business Analyst,Fresher,Assist in data collection and basic analysis; Support creation of dashboards and reports; Document business requirements; Participate in Agile team meetings; Collaborate with team members; Perform basic scenario modeling; Support presentations to stakeholders; Learn BI and analytics tools; Assist in process improvement initiatives; Maintain documentation standards,Business Analysis; Excel; SQL; Power BI; Requirement Gathering; Agile; Data Analysis; Documentation; Collaboration; Problem Solving
125,BDS-F-006,Big Data Specialist,Fresher,Assist in data processing workflows; Support basic ETL pipelines; Collaborate with team members; Learn Hadoop/Spark jobs; Document data workflows; Apply data analytics techniques,Big Data; Hadoop; Spark; Java; Python; SQL; NoSQL; ETL; Data Mining; Linux
714,PMGR-F-004,Project Manager,Fresher,Support project planning and coordination; Maintain task lists and timelines; Assist in reporting and documentation; Help track KPIs; Coordinate with team members; Identify basic risks and issues,Project Management; Agile; Scrum; Waterfall; Team Collaboration; KPI Tracking; Microsoft Project; Jira; Trello; Problem-solving
575,JD-JAVA-017,Java Developer,Experienced,Tune database queries for performance; Work with NoSQL databases like MongoDB and Cassandra; Ensure optimal persistence layer design,Java; SQL; NoSQL; MongoDB; Performance Tuning
613,MRA-115,Market Research Analyst,Experienced,Lead market research and analytics projects; Develop predictive models and perform forecasting; Create executive dashboards and visualizations; Perform market segmentation and competitive intelligence; Provide strategic insights and recommendations; Collaborate with leadership and cross-functional teams; Ensure compliance with data privacy regulations; Mentor junior analysts; Utilize AI and ML analytics tools; Drive data-informed business decisions,Market Research; Predictive Analytics; Python; R; SAS; SQL; Tableau; Power BI; Market Segmentation; Business Strategy
1002,UIE015,UI Designer,Experienced,Conduct A/B testing for UI enhancements.; Deliver cross-device UI with consistent design systems.; Collaborate with UX team on journey mapping.; Manage deliverables with developers in sprints.; Maintain performance-focused design updates.,A/B Testing; Design Systems; Figma; User Flows; Branding
90,AR-E-011,AR/VR Developer,Experienced,Architect and lead AR/VR applications; Develop interactive and immersive experiences; Optimize 3D modeling and rendering; Integrate cross-platform AR/VR features; Mentor junior developers; Collaborate across teams; Ensure high-quality deliverables and timelines,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
1035,VC-M-008,Vibe Coder,Mid-level,Implement AI-assisted code solutions; Design and optimize prompts for efficiency; Review and debug AI-generated code; Collaborate with team on features; Document AI workflow standards; Participate in Agile development cycles,AI-assisted coding; Python; JavaScript; React; Vue; Prompt Engineering; Debugging; Collaboration
181,BI002,BI Analyst - Fresher,Entry-Level,Support teams in building dashboards; Extract insights from data; Assist in reporting and analysis,BI; Reporting; Analytics; Fresher; Entry-Level; SQL; Tableau; Power BI
363,7,DevOps Engineer - Fresher,Fresher,Implement basic CI/CD pipelines; Containerize web apps with Docker; Deploy to cloud under supervision,DevOps; Cloud; Fresher; Entry-Level; CI/CD; Containerization
274,CW-115,Copywriter,Fresher,Create engaging copy for websites and social media; Apply basic SEO practices; Research content topics for accuracy; Edit and proofread copy; Publish content using CMS tools; Adapt writing style to different audiences; Collaborate with marketing teams; Use AI writing tools to enhance productivity; Manage content deadlines; Support content performance tracking,Copywriting; SEO; Grammar; Storytelling; CMS; AI Tools; Research; Creativity; Collaboration; Time Management
1023,UXE016,Senior Interaction Designer,Experienced,Design advanced interactions and animations; Collaborate with developers on motion guidelines; Enhance engagement with micro-interactions; Perform iterative usability testing; Support cross-platform product design,Micro-Interactions; Interaction Design; Usability Testing; Prototyping; Figma
992,UIF005,UI Designer,Fresher,Support senior designers in project delivery.; Produce visual assets and prototypes for web pages.; Apply typography and branding to mockups.; Participate in user feedback collection.; Practice design iteration workflows.,Wireframing; Prototyping; Typography; UI Basics; Figma; Sketch
69,AND-F-10,Android Developer Trainee,Fresher,Develop and test small Android app features.; Follow Material Design for responsive UI layouts.; Integrate basic REST APIs for data functionality.; Debug and document code with guidance.; Participate in learning sessions and code reviews.,Java; Kotlin; Android Studio; Material Design; UI/UX Design; REST API; SQLite
291,CSA-E-012,Senior Security Analyst,Experienced,Conduct advanced threat detection; Lead vulnerability management programs; Ensure cloud infrastructure security; Collaborate with cross-functional teams,Security Auditing; Compliance; Cloud Security; Incident Response; Vulnerability Assessment
131,BDS-E-012,Big Data Specialist,Experienced,Architect big data solutions for enterprise; Manage and optimize ETL and data pipelines; Implement real-time streaming pipelines; Integrate cloud big data services; Provide analytics and visualization insights; Ensure compliance and data security; Mentor junior big data engineers,Big Data; Hadoop; Spark Streaming; Kafka; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala; SQL
300,DA001,Data Analyst - Fresher,Entry-Level,Assist in analyzing datasets; Create dashboards; Perform data cleaning; Support reporting tasks,Data Analytics; BI; Entry-Level; Fresher; Reporting; Dashboard
526,IOT-F-002,IoT Engineer,Fresher,Develop and program IoT prototypes; Integrate and test sensors and actuators; Assist with wireless communication setup; Support basic cloud IoT data collection and visualization; Participate in networking configuration and monitoring; Document and report development progress; Collaborate with multidisciplinary teams,Embedded Systems; IoT Protocols; Python; MQTT; Cloud IoT; Sensor Integration; Edge Computing
326,DE-F-007,Data Engineer,Fresher,Assist in developing basic data models; Work with ETL testing processes; Collaborate on building pipelines; Learn cloud tools; Support troubleshooting,ETL; Python; SQL; Azure; Hadoop Basics
144,BD-F-005,Blockchain Developer,Fresher,Assist in blockchain development projects; Implement and test smart contracts; Collaborate on DApp development; Follow cryptography and security practices; Document project development activities; Learn blockchain platforms and tools,Blockchain; Ethereum; Solidity; Smart Contracts; Cryptography; DApps; Hyperledger; Corda
523,IOS-E-09,Principal iOS Developer,Experienced,Set technical direction for large iOS teams.; Focus on memory management and performance optimization.; Collaborate with stakeholders for feature prioritization.; Ensure apps meet quality and user engagement KPIs.; Drive continuous improvement in testing and deployment.,Performance Optimization; MVVM; CI/CD; Swift
966,TW-116,Technical Writer,Fresher,Assist in drafting technical content; Conduct research and gather information; Collaborate with SMEs; Use CMS and Markdown tools; Proofread and edit documents; Prepare visuals and diagrams; Follow documentation standards; Support updates and revisions; Develop writing and research skills; Ensure clarity and accuracy,Technical Writing; Documentation; CMS; Markdown; HTML; Proofreading; Research; SME Collaboration; Clarity; Adaptability
711,PMGR-F-001,Project Manager,Fresher,Assist in project planning and scheduling; Support cross-functional team coordination; Track project milestones and KPIs; Document project progress and reports; Participate in team meetings; Help with basic risk and issue identification,Project Management; Agile; Scrum; Waterfall; Time Management; Stakeholder Communication; Resource Allocation; Team Collaboration; KPI Tracking; Microsoft Project
135,BDS-E-016,Big Data Specialist,Experienced,Architect scalable big data solutions; Develop and manage ETL pipelines; Implement real-time and batch processing; Leverage cloud big data tools; Provide visualization and analytics insights; Ensure security and data governance; Lead team efforts and mentor engineers,Big Data; Hadoop; Spark Streaming; Kafka; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala; SQL
338,DE-E-009,Data Engineer,Experienced,Develop batch and streaming solutions; Optimize SQL-based data retrieval; Automate pipelines with Airflow; Work with real-time analytics pipelines; Ensure cost-efficient solutions in cloud,Python; SQL; Kafka; Flink; Airflow; Azure Synapse
866,SD016,Software Developer - Experienced,Experienced,Lead design of scalable software systems; Mentor development teams; Ensure CI/CD best practices; Implement cloud solutions; Drive full-stack architecture decisions,Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Architecture
164,BA-105,Business Analyst,Fresher,Support data collection and basic analysis; Assist in preparing reports and visualizations; Document business requirements and workflows; Participate in Agile project meetings; Collaborate with team members on analysis tasks; Conduct preliminary scenario analysis; Assist in presentations to stakeholders; Learn BI and reporting tools; Support continuous process improvement initiatives; Maintain documentation standards,Business Analysis; SQL; Excel; Power BI; Requirement Gathering; Agile; Data Analysis; Documentation; Collaboration; Problem Solving
28,AI009,AI Engineer - Fresher,Entry-Level,Support development of AI projects; Preprocess datasets; Build basic ML/DL models; Participate in collaborative projects and hackathons,AI; ML; Fresher; Entry-Level; Python; TensorFlow; Deep Learning
746,PY-E-016,Python Developer,Experienced,Architect and develop Python applications; Design REST and GraphQL APIs; Integrate with ML frameworks; Optimize database queries; Implement Docker/Kubernetes/AWS solutions; Mentor teams; Conduct testing and code reviews; Collaborate with stakeholders,Python; Django; Flask; REST APIs; Data Science; TensorFlow; Async Programming; Docker; AWS; PyTest
193,BI014,BI Analyst - Experienced,Senior-Level,Lead business intelligence projects; Manage ETL and data pipelines; Develop predictive models; Mentor junior BI analysts,BI; Analytics; Senior-Level; Predictive Analytics; ETL; Tableau; Power BI
783,RE-E-013,Robotics Engineer,Experienced,"Lead robotics R&D projects; Develop advanced robotic control systems; Integrate sensors, actuators, and AI models; Simulate complex robotics scenarios; Mentor and manage engineers; Drive cross-department collaboration; Innovate industrial robotic solutions",Python; C++; MATLAB; ROS; Control Systems; CAD; Embedded Systems; Sensors; Machine Learning; Simulation; Leadership; Innovation
708,PM-E-018,Product Manager,Experienced,Drive product vision and roadmap; Lead cross-functional teams; Oversee product analytics and experiments; Conduct user research; Ensure agile best practices; Manage stakeholder communication; Optimize product performance metrics,Product Strategy; Data-Driven Decisions; Roadmapping; Agile Leadership; Stakeholder Management; User-Centered Design; Growth Metrics; Cross-Functional Collaboration
433,FE007,Frontend Developer - Entry Level,Entry-Level,Assist in implementing UI features for web apps; Learn modern frontend frameworks; Help in testing and code maintenance,Frontend; UI Development; Entry-Level; Fresher; Web Apps
939,SE009,System Engineer - Automation Specialist,Experienced,Automate configuration management; Develop custom automation scripts; Improve deployment efficiency; Optimize infrastructure performance; Integrate monitoring tools,Automation; Linux; Python; System Optimization; Ansible
169,BA-110,Business Analyst,Mid-Level,Analyze business data for actionable insights; Develop and maintain dashboards; Gather and validate business requirements; Participate in Agile projects; Collaborate with technical and business teams; Perform risk and scenario analysis; Present findings to stakeholders; Support BI tool adoption; Monitor KPIs; Recommend process improvements,Business Analysis; SQL; Tableau; Power BI; Agile; Requirement Gathering; Stakeholder Management; Data Storytelling; Critical Thinking; Process Improvement
557,JS-E-019,JavaScript Developer,Experienced,Oversee JS full-stack development; Implement automated testing and CI/CD pipelines; Optimize performance and scalability; Mentor engineering teams; Coordinate strategic projects,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
140,BD-F-001,Blockchain Developer,Fresher,Assist in blockchain application development; Support smart contract implementation and testing; Collaborate on DApp projects; Follow cryptography and blockchain security guidelines; Document development tasks and processes; Learn blockchain platforms and tools,Blockchain; Ethereum; Solidity; Smart Contracts; Cryptography; DApps; Hyperledger; Corda
173,BA-114,Business Analyst,Mid-Level,Analyze business data for actionable insights; Develop and maintain dashboards; Gather and validate business requirements; Participate in Agile projects; Collaborate with technical and business teams; Perform risk and scenario analysis; Present findings to stakeholders; Support BI tool adoption; Monitor KPIs; Recommend process improvements,Business Analysis; SQL; Tableau; Power BI; Agile; Requirement Gathering; Stakeholder Management; Data Storytelling; Critical Thinking; Process Improvement
6,NET-F-007,.NET Developer,Fresher,Support team in MVC project development; Help in resolving minor bugs; Write basic SQL queries; Collaborate with developers for tasks; Participate in project discussions,.NET; C#; ASP.NET MVC; SQL Server
712,PMGR-F-002,Project Manager,Fresher,Support project coordination and scheduling; Track tasks and milestones; Assist in risk identification and mitigation; Maintain project documentation; Coordinate with teams for timely deliverables; Generate basic status reports,Project Management; Agile; Scrum; Kanban; Microsoft Project; Jira; Trello; Budget Planning; KPI Tracking; Team Collaboration
597,MKT-E-019,Marketing Specialist,Experienced,Develop and execute strategic marketing plans; Manage SEO/SEM and PPC campaigns; Oversee content and social media marketing initiatives; Implement email marketing automation; Analyze data and optimize campaign ROI; Lead lead generation campaigns; Manage budget and allocate resources; Lead marketing team and adopt new technologies,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Lead Generation; Budget Management; AI Marketing Tools
722,PMGR-E-012,Project Manager,Experienced,"Oversee strategic project execution; Manage budgets, resources, and timelines; Mitigate risks and ensure quality; Engage stakeholders and manage expectations; Lead teams and resolve conflicts; Provide reporting and analytics dashboards; Align projects with business strategy",Project Management; Risk Management; Stakeholder Engagement; Team Leadership; Agile; Scrum; Waterfall; Microsoft Project; Jira; Reporting
626,ML-S1,Senior Machine Learning Engineer,Senior,Lead development and deployment of ML models for enterprise-scale data; Optimize performance and implement MLOps pipelines; Mentor junior ML engineers; Ensure production-grade ML solutions; Collaborate with cross-functional teams,Senior ML Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment
73,AND-E-04,Android Solutions Engineer,Experienced,"Design and implement efficient Android apps.; Integrate REST APIs, Jetpack components, and Room database.; Ensure smooth app performance and memory optimization.; Lead CI/CD pipeline implementation and automated testing.; Collaborate with cross-functional teams for product delivery.",Kotlin; Jetpack; MVVM; Room; Material Design; Dependency Injection; Performance Optimization; CI/CD; Firebase; REST API; Play Store; Debugging; Agile; Unit Testing; Android NDK
759,QA009,QA Engineer - Fresher,Entry-Level,Support QA processes; Perform manual testing; Create basic automation scripts; Assist in defect reporting,QA; Software Testing; Automation; Fresher; Remote; Manual Testing
516,IOS-E-02,iOS Application Developer,Experienced,Work on app features with Core Data persistence.; Implement animations and optimize UI performance.; Integrate Firebase for crash analytics.; Automate builds using Jenkins pipelines.; Contribute to code reviews and best practices.,Core Data; Core Animation; Firebase; Jenkins; iOS Performance
238,CL019,Cloud Engineer - Experienced,Senior-Level,Lead cloud infrastructure and automation projects; Implement CI/CD pipelines; Optimize cloud resources and enforce security; Mentor junior engineers,Cloud; Infrastructure; Senior-Level; Remote; AWS; Azure; GCP; Automation; Security
145,BD-F-006,Blockchain Developer,Fresher,Support blockchain and DApp development; Assist in smart contract testing and deployment; Collaborate on blockchain projects; Document development workflows; Learn blockchain platforms and tools; Follow security and cryptography standards,Blockchain; Ethereum; Solidity; Smart Contracts; Cryptography; DApps; Hyperledger; Corda
879,SE-F9,Software Engineer - Entry Level,Fresher,Develop front-end features using Angular and JavaScript; Ensure responsive design; Assist in unit testing; Collaborate with backend teams; Learn and apply agile methodologies,Software Engineer; Angular; JavaScript; Front-End; Responsive Design; Agile
234,CL015,Cloud Engineer - Experienced,Senior-Level,Lead cloud infrastructure projects; Implement automated CI/CD pipelines; Optimize resource usage; Ensure cloud security and compliance; Mentor and guide team,Cloud; Infrastructure; Senior-Level; Remote; AWS; Azure; GCP; Automation; Security
220,CL001,Cloud Engineer - Fresher,Entry-Level,Assist in deploying and managing cloud resources; Support basic automation and containerization; Implement CI/CD pipeline setups; Support cloud deployments for training or academic projects; Collaborate with team members; Create basic infrastructure scripts,Cloud; DevOps; Infrastructure; Fresher; Entry-Level; Remote; AWS; Azure; GCP
